		2021-12-16	2022-01-07	2022-02-03	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-09-25	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-14	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-10-21	2024-11-14	2024-11-21
split systems knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	2	2	1	2	2	1	1	1
split systems mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	4	4	3	3	3	5	9	12	9	7	9	9	9
split systems mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	18	20	5	2	2	1	2	2	11	7	16	12	7	6	6	5
split systems ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	4	3	2	2	2	2	2	4	3	3	5	3	3	3
split systems warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	5	3	3	3	3	3	5	3	6	5	4	3	3
evaporative cooling bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	31	31	13	4	4	4	4	4	7	16	14	10	13	11	14	9
evaporative cooling canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	3	2	2	2	2	3	4	3	2	3	4	3	3
evaporative cooling glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	19	-	3	3	1	1	2	3	5	6	5	3	2	3	2	2
evaporative cooling hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	5	6	3	3	4	4	8	6	5	6	5	5	6
evaporative cooling knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	5	4	3	3	4	3	5	3	3
evaporative cooling mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	3	3	3	6	6	4	4	4	4	3
evaporative cooling mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	24	24	5	4	2	4	5	6	9	11	8	8	7	7	6	6
evaporative cooling ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3	2	3	3	3	2	4	4	3	3	2	3	3
evaporative cooling warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	2	3	2	4	6	3	8	2	2	2	1
heating and cooling bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	31	40	21	8	7	12	6	5	4	8	7	8	7	6	7	8
heating and cooling canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98	-	85	4	3	3	1	1	1	1	1	1	1	1	2	2	2
heating and cooling glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	5	5	6	6	4	8	7	2	1	3	3	2	1
heating and cooling hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	4
heating and cooling knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	1	1	1	1	3	1	1	1	1	1	3	3
heating and cooling mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	4	4	3	3	2	3	5	4	5	3	4	4	5
heating and cooling mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	8	9	5	3	3	4	5	2	2	9	4	3	4	4	4	3
heating and cooling ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	2	2	3	1	2	7	2	5	3
heating and cooling warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	1	2	1	2	3	4	4	4	3	3	3	4
ducted heating bulleen		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	32	23	6	5	4	6	3	3	3	4	3	3	5	5	6	6
ducted heating canterbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	2	3	2	2	1	2	4	2	2	2	3	3
ducted heating glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	24	24	5	6	5	4	5	3	5	4	1	1	1	1	1	1
ducted heating hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	30	4	3	4	4	4	3	3	2	1	3	1	1	1	2
ducted heating knox		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	1	1	2	1	1	1	1	1	1	1	1	1
ducted heating mont albert		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	2	2	3	5	4	4	4	5	5	5	6
ducted heating mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	14	17	14	14	2	2	3	1	1	1	1	1	2	2	1	2
ducted heating ormond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	7	6	1	1	1	1	1	1	1	1	1	1
ducted heating warranwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	66	-	2	3	3	2	2	1	1	1	2	1	2	1	2	2
mitsubishi air conditioning melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	37	33	28	43	42	42	36	21	18	38	44	21	23
mitsubishi air conditioning repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	30	14	28	29	35	19	20	10	11	13	12	3	14
mitsubishi air conditioning service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	37	29	30	35	38	36	26	11	10	11	13	12	12
mitsubishi ducted heating and cooling melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	19	16	13	15	15	16	17	17	9	11	8	18	12
mitsubishi ducted heating and cooling repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	8	9	10	9	13	14	6	5	4	6	5	5
mitsubishi ducted heating and cooling service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	12	13	13	12	14	28	14	36	7	9	11	25	5
mitsubishi ducted split systems melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	21	14	15	17	15	25	13	9	7	12	7	12	12
mitsubishi ducted split systems repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	22	23	23	18	14	16	16	7	8	11	12	10	7
mitsubishi ducted split systems service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	18	20	12	19	1	1	9	8	12	6	5	5	5
mitsubishi electric heating and cooling melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	42	37	26	27	37	27	28	21	36	15	13	41	15
mitsubishi electric heating and cooling repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	47	37	35	40	42	12	14	13	13	12	10	11	11
mitsubishi electric heating and cooling service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	63	43	-	57	63	26	15	11	11	11	10	10	10
mitsubishi refrigerated cooling and heating melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	10	8	6	7	1	1	2	2	19	2	2	5	3
mitsubishi refrigerated cooling and heating repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	2	3	3	2	2	6	1	2	1	2
mitsubishi refrigerated cooling and heating service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	4	3	3	2	2	2	2	2	1	1	1	2
mitsubishi reverse cycle heating and cooling melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	23	23	17	24	36	19	19	16	14	16	16	17	19
mitsubishi reverse cycle heating and cooling repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	7	11	10	13	11	6	5	4	1	7	7	7
mitsubishi reverse cycle heating and cooling service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	29	12	14	16	38	29	16	13	12	11	8	7	7
mitsubishi split systems melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	35	29	30	42	44	39	41	33	39	22	17	21	25
mitsubishi split systems repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	52	43	29	41	30	15	11	10	12	1	13	11	10
mitsubishi split systems service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69	86	59	28	45	53	46	24	13	15	14	13	4	21
electric heating and cooling melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	4	4	4	3	2	2	4	4	5	6	6	6	6	6
electric heating and cooling repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	38	41	5	5	4	5	5	3	4	2	1	2	21	2	2	2
electric heating and cooling service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	9	10	2	5	5	2	2	2	4	2	2	2	2	2	2	3
refrigerated cooling and heating melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	8	7	6	5	6	5	3	2	1	1	1	1	1	2	2	2
refrigerated cooling and heating repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	6	11	4	3	4	4	2	3	3	4	3	3	4	3	3	3
refrigerated cooling and heating service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	18	2	2	3	2	3	3	3	3	3	3	1	3	3	3
reverse cycle heating and cooling melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	10	12	10	9	6	5	6	3	2	2	1	5	2	1	4	4
reverse cycle heating and cooling repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	11	20	13	16	17	8	9	4	5	9	8	7	6	7	4	5
reverse cycle heating and cooling service		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	13	10	5	6	7	5	3	4	5	6	14	6	4	2	3	4
